game_id,fga_home,fg3a_home,fta_home,oreb_home,reb_home,ast_home,blk_home,pts_home,fga_away,fg3a_away,oreb_away,ast_away,tov_away,pts_away,season
20100332,77,9,22,12,51,18,7,82,81,14,10,16,12,77,16
29800009,59,6,42,6,34,24,9,104,85,13,15,20,12,96,13
20700161,76,18,23,11,36,29,7,98,80,15,12,22,15,86,22
20700429,79,20,23,6,45,26,16,94,95,9,16,12,9,88,22
21000997,86,15,31,11,51,26,3,112,97,21,11,19,10,107,25
29100479,89,3,28,12,41,25,7,120,97,8,16,26,8,130,6
20501131,87,17,17,11,52,21,9,93,75,15,9,18,9,96,20
21801048,94,50,14,10,44,29,3,117,92,32,15,22,14,102,33
21800523,96,23,27,20,49,22,4,114,78,32,11,19,16,112,33
21100287,77,12,22,9,47,19,5,97,89,26,15,17,16,84,26
21700582,98,37,22,14,46,29,2,127,94,34,14,25,18,131,32
21700757,80,26,38,7,45,18,5,91,83,28,6,17,20,89,32
29600233,86,21,30,14,41,16,6,93,72,18,10,20,19,98,11
21900923,95,50,24,6,49,30,13,127,114,46,15,28,14,123,34
28800578,80,6,37,10,42,22,6,108,87,7,9,30,15,99,3
28700330,78,6,36,12,56,16,1,93,96,7,10,15,11,98,2
29701040,82,15,37,15,43,26,5,105,80,21,13,27,17,114,12
20300468,84,16,27,12,49,18,4,77,76,26,9,14,15,88,18
20400952,85,24,26,13,47,40,10,120,87,18,13,27,13,101,19
29901171,87,10,28,14,41,19,5,112,92,18,25,28,24,102,14
21300688,91,21,20,16,53,24,5,111,76,24,8,17,13,92,28
20000359,97,22,23,14,54,19,12,106,82,5,18,14,24,72,15
29100063,81,3,27,11,44,21,5,97,80,10,21,21,17,93,6
21301155,90,33,9,6,45,34,2,130,86,13,8,27,12,102,28
20900876,77,25,26,5,39,36,7,133,79,21,11,21,13,110,24
22101131,89,41,18,5,40,28,3,116,88,38,9,26,11,118,36
20601118,78,11,25,15,45,25,11,90,80,12,12,17,17,82,21
21401185,71,23,22,9,39,16,3,88,76,15,7,22,11,89,29
29900359,71,19,17,14,46,16,5,79,90,17,16,19,12,89,14
29200182,78,0,37,13,48,28,1,110,88,8,14,24,19,91,7
20501000,80,10,26,14,54,28,7,107,94,33,8,21,7,99,20
29601155,70,20,31,8,36,23,4,102,81,15,10,24,18,92,11
28700087,88,1,40,20,49,18,3,96,78,1,9,23,17,112,2
22100611,91,30,22,15,43,20,3,108,87,34,14,29,17,109,36
28600043,95,4,40,14,50,40,10,138,91,5,5,33,19,116,1
28800759,80,3,31,10,50,35,6,114,98,7,18,18,11,91,3
29401041,88,12,19,11,38,25,4,90,75,19,12,22,20,102,9
20500459,82,27,24,14,45,21,7,112,74,18,9,19,15,92,20
21700977,81,27,18,11,50,22,9,99,93,31,10,19,14,83,32
20400076,81,5,31,14,62,18,17,96,91,10,15,16,16,67,19
21400169,74,38,23,6,38,20,6,92,91,20,14,17,14,98,29
20400147,92,13,21,16,48,15,7,82,83,12,16,16,18,83,19
21400710,91,11,17,20,54,22,5,85,78,20,12,15,18,74,29
21900834,94,27,25,13,46,20,9,115,84,34,9,36,19,128,34
28900428,91,0,32,21,57,8,1,87,70,1,7,15,17,78,4
28700656,91,7,25,17,38,25,2,127,82,5,11,22,20,98,2
22000816,80,20,32,11,44,15,2,97,93,25,12,30,9,120,35
21300482,82,12,17,16,42,19,2,88,79,22,10,29,13,101,28
28700256,82,9,32,12,37,36,6,122,96,4,22,26,17,105,2
29301067,92,12,38,22,57,25,12,126,91,11,20,23,20,99,8
20800182,87,14,27,12,39,22,8,110,88,23,12,23,18,115,23
29700705,88,13,26,16,46,24,10,87,71,10,9,15,18,84,12
28500075,101,2,26,13,51,34,4,137,99,5,15,21,16,115,0
29600776,85,20,28,18,46,20,0,90,65,26,6,24,20,99,11
22000088,85,31,16,9,36,30,6,109,92,45,13,34,15,124,35
21501017,75,19,25,9,44,21,17,96,92,13,18,16,16,86,30
29100166,88,5,23,14,43,27,2,98,72,11,12,16,23,81,6
20200099,82,9,15,10,34,26,4,95,78,13,11,28,16,101,17
29800570,79,19,30,9,35,20,6,91,88,23,15,25,18,121,13
29901020,91,21,24,14,41,22,2,93,66,16,7,20,21,101,14
21700500,91,33,17,16,53,22,5,107,81,20,10,14,17,89,32
42000161,93,36,8,11,48,22,7,109,91,40,10,29,6,123,35
29000200,81,9,39,11,46,23,4,117,86,9,15,22,18,93,5
22000729,87,36,22,11,40,22,5,97,79,26,7,23,22,112,35
28500243,76,1,38,9,45,31,7,118,88,7,9,21,18,106,0
28500032,108,2,41,18,48,33,7,132,110,1,20,34,19,125,0
20800233,83,17,34,12,45,30,3,120,82,16,7,26,18,94,23
20401021,81,25,34,13,47,18,5,109,84,18,12,17,11,101,19
21600393,92,21,15,19,50,17,2,69,82,25,11,26,12,95,31
40600111,72,14,39,10,46,16,3,97,79,19,11,17,11,82,21
29900639,87,14,31,12,40,23,3,103,75,11,8,20,16,105,14
21401230,94,24,25,16,46,22,8,99,84,17,6,30,10,122,29
20100451,77,13,19,12,47,16,4,93,79,11,9,28,13,86,16
29100425,77,2,35,10,35,17,5,99,72,6,10,10,19,106,6
41900142,92,38,10,14,50,26,3,111,85,29,10,14,17,88,34
29300319,94,17,28,16,44,31,9,122,90,7,19,20,19,112,8
29800123,66,10,14,5,33,20,9,79,70,14,10,16,24,63,13
20301063,72,12,49,16,44,12,4,91,75,12,16,19,16,84,18
29400924,95,25,23,16,38,30,5,113,83,16,15,27,14,127,9
21300678,87,19,30,18,59,20,7,94,86,21,7,26,10,95,28
20201143,77,15,21,11,44,27,7,96,92,12,21,21,12,93,17
29200825,89,15,25,11,36,27,1,110,80,11,17,20,15,113,7
29100065,93,8,33,21,47,17,1,118,77,11,9,20,11,111,6
21700813,95,26,20,17,52,28,4,104,84,26,7,16,18,110,32
29600441,70,20,25,7,40,25,8,94,84,17,13,27,13,108,11
29800396,83,17,18,9,42,29,8,109,89,19,9,28,11,111,13
20900268,75,14,19,10,36,18,2,85,75,23,11,20,18,102,24
29500853,77,11,19,10,34,21,3,89,77,16,12,20,17,102,10
21700451,81,35,24,13,53,21,6,95,91,27,9,21,12,101,32
21000516,75,9,15,5,36,34,4,105,86,22,15,20,15,103,25
28700567,99,4,24,14,46,41,3,119,90,3,13,24,13,126,2
21400969,86,26,20,10,47,19,4,95,80,20,10,20,20,88,29
28800904,78,9,46,15,48,16,9,114,90,4,17,25,18,104,3
29900168,64,10,41,11,44,17,4,90,80,10,11,18,16,82,14
20500889,87,13,32,11,36,17,6,115,81,21,11,23,27,116,20
28800749,102,8,33,22,55,28,10,124,78,2,15,19,25,94,3
21700917,90,32,21,18,51,25,4,101,72,24,3,24,14,109,32
20200100,80,14,34,8,35,22,2,109,86,9,18,17,16,115,17
29100381,86,12,29,16,38,26,5,104,73,6,13,29,24,109,6
28700252,86,3,34,8,46,23,6,106,89,6,7,28,24,95,2
41600162,78,29,37,5,37,20,8,115,97,30,17,20,7,111,31
28600867,99,7,37,16,44,35,6,125,101,6,20,20,16,127,1
29200688,78,17,41,12,54,20,6,102,93,5,15,14,14,91,7
28800240,83,7,17,14,44,22,4,88,84,5,10,29,10,106,3
20200680,78,5,20,8,46,27,7,99,95,17,14,19,11,91,17
29200326,81,12,22,11,36,26,5,102,84,7,13,25,13,100,7
20801156,69,14,14,4,23,20,6,93,71,14,13,14,19,96,23
21100735,74,26,21,6,23,25,4,97,62,11,9,23,29,85,26
20500898,83,19,28,10,45,27,6,104,88,17,14,20,15,101,20
21300760,88,20,18,10,48,24,5,91,86,14,9,22,15,83,28
20500179,80,16,28,10,40,25,2,106,82,17,7,27,10,104,20
21800759,78,28,21,8,41,27,4,107,84,31,10,27,17,89,33
20100403,82,18,21,12,44,24,5,89,73,3,13,18,24,74,16
20400959,91,11,28,19,53,18,5,81,82,20,12,20,16,93,19
22000896,87,43,11,11,50,30,2,108,82,31,7,30,14,91,35
22100306,91,44,15,12,39,32,1,111,74,35,5,32,13,120,36
29700106,68,9,33,12,47,17,6,82,81,14,13,18,15,78,12
29701149,91,17,20,19,41,29,3,110,70,8,15,17,24,98,12
20300270,78,22,32,11,37,19,6,94,77,12,12,26,16,101,18
40900175,73,17,42,9,40,20,5,116,84,18,13,19,16,102,24
29600771,85,26,32,16,54,32,1,120,96,20,20,18,20,87,11
28700362,80,6,33,12,36,23,3,106,76,8,13,25,17,103,2
29300451,92,10,23,16,45,34,7,113,92,6,15,25,17,96,8
20900594,73,22,22,7,39,21,6,99,96,12,19,10,13,91,24
20000647,85,19,25,20,48,18,11,96,79,14,13,24,11,100,15
29900789,83,10,27,12,44,27,8,104,82,15,14,24,17,93,14
21600668,86,30,27,11,45,20,4,105,88,30,7,27,14,102,31
28700241,95,3,30,23,60,24,10,117,101,8,15,28,15,121,2
20700210,79,11,36,11,48,24,3,106,91,13,13,17,10,99,22
20600086,81,15,27,24,51,20,4,89,65,18,4,24,17,80,21
29100828,81,5,22,14,34,27,2,104,73,4,10,17,14,106,6
22100877,85,43,18,10,44,22,9,106,98,34,16,21,9,111,36
20100205,73,12,34,11,37,18,5,100,78,10,9,24,13,105,16
29000734,110,12,26,18,57,16,3,99,107,14,15,25,20,129,5
28600340,98,3,35,17,49,28,4,111,83,3,11,18,19,114,1
20200919,73,20,11,9,27,22,4,77,69,16,11,20,18,92,17
20700164,87,30,20,11,45,17,4,93,89,25,12,25,7,105,22
20401078,86,21,12,17,45,21,2,89,72,16,7,18,15,87,19
28800424,76,2,21,4,26,32,3,95,88,12,12,32,17,116,3
28700290,92,7,38,18,44,31,7,123,91,7,15,30,20,110,2
29600700,82,10,36,14,54,33,8,131,90,18,8,24,12,100,11
20801189,88,22,22,15,42,16,5,106,74,10,9,21,13,102,23
20500536,78,13,19,8,34,20,2,90,77,18,13,19,13,96,20
40000055,73,13,37,11,50,19,5,94,81,16,9,18,12,78,15
21000654,73,27,34,12,46,19,9,96,81,14,10,17,7,103,25
20701127,81,13,21,12,39,33,5,104,78,12,5,22,11,109,22
28500645,84,2,32,10,46,28,7,113,104,4,19,24,17,106,0
40900231,77,12,27,10,43,18,7,104,85,18,11,24,11,99,24
20800600,72,13,30,7,39,18,6,94,85,21,6,22,12,104,23
29300876,80,13,17,9,38,28,5,105,79,7,11,19,17,89,8
29900744,69,12,20,6,41,22,2,80,72,16,10,23,9,85,14
29700054,81,17,31,16,41,21,7,92,67,17,12,20,20,96,12
29900324,89,12,40,18,52,24,5,112,91,14,15,23,16,98,14
22000074,88,36,21,11,43,17,3,109,89,33,8,35,16,130,35
29700541,88,22,27,10,44,21,5,110,95,12,14,21,14,113,12
21800185,74,47,32,8,38,18,5,115,78,29,5,24,13,103,33
29900868,82,18,41,11,43,23,5,115,80,14,13,26,14,103,14
29901061,89,21,17,18,50,23,7,88,75,9,8,13,11,104,14
21500125,87,9,36,15,47,21,1,116,89,38,6,34,11,129,30
22101097,81,35,16,4,41,23,2,114,92,38,12,25,11,102,36
21500129,103,33,12,17,50,27,7,106,76,20,5,26,17,93,30
29700021,62,4,29,8,39,25,10,83,79,15,18,18,17,80,12
20900091,84,21,33,9,36,28,5,113,89,10,15,26,18,110,24
21500383,85,29,31,6,51,23,9,109,97,39,9,18,8,99,30
20500220,78,9,15,11,35,25,6,101,82,16,14,22,15,102,20
28500766,85,0,23,14,49,30,7,112,88,0,17,11,17,89,0
28800800,92,8,40,17,50,20,6,124,101,7,15,32,16,117,3
20400052,79,15,25,11,45,25,7,103,88,15,16,23,20,93,19
21800107,86,25,24,7,41,19,8,128,97,30,20,25,14,125,33
29600344,81,13,28,17,38,24,5,96,66,13,12,23,21,93,11
29000559,96,12,27,17,45,23,3,115,86,9,12,28,21,106,5
41300156,83,14,28,11,36,19,1,84,75,21,8,15,13,104,28
20701087,100,24,29,15,58,36,8,119,104,30,15,24,13,112,22
21500509,80,22,48,15,41,20,6,106,78,23,7,23,11,112,30
20900320,90,13,19,17,55,22,7,107,91,13,17,12,16,91,24
20501086,88,17,22,17,47,21,5,109,76,21,6,24,11,102,20
29800323,72,18,31,9,29,27,3,101,69,14,10,18,24,103,13
29300084,70,8,32,5,26,17,2,90,78,5,15,26,19,103,8
29300499,98,11,22,19,47,29,7,111,92,8,14,28,16,113,8
20600759,82,18,32,11,45,20,9,99,78,20,12,15,12,90,21
20000754,90,11,22,18,46,25,3,102,90,16,17,25,11,110,15
29500605,71,11,31,12,41,23,4,107,80,21,16,22,19,90,10
20200784,88,26,36,11,41,19,3,110,74,6,6,23,25,96,17
20000073,79,16,28,14,39,22,3,94,80,14,13,25,10,102,15
21100166,74,17,25,11,50,23,7,99,84,18,10,20,18,83,26
21600090,88,38,12,10,46,14,2,86,82,29,9,14,27,75,31
29500263,70,10,42,16,41,17,2,92,71,22,9,26,16,94,10
28500163,92,5,29,18,48,27,7,118,90,2,8,35,16,102,0
21600335,89,38,21,12,46,20,2,99,80,29,9,26,17,106,31
21400182,82,23,19,6,40,28,5,101,82,17,14,26,20,88,29
20200408,73,11,36,9,38,28,6,110,76,15,9,19,12,90,17
20100607,79,29,26,12,40,14,1,90,73,11,14,17,15,106,16
29500122,74,14,33,6,31,30,6,121,81,21,18,21,16,108,10
21900276,93,36,14,8,48,28,8,107,92,33,9,23,15,97,34
29400128,82,17,36,9,44,38,3,140,94,26,12,32,18,109,9
20700370,73,18,25,9,41,17,3,108,80,20,12,16,13,90,22
40000008,80,7,28,10,45,14,5,92,88,11,9,25,11,85,15
42100301,80,30,34,9,39,18,12,118,79,34,8,22,16,107,36
21001117,75,24,31,11,47,22,5,100,85,21,6,30,11,106,25
22100833,85,41,16,12,39,19,6,97,81,32,11,25,14,112,36
29300529,99,10,25,10,34,35,2,120,95,12,9,36,17,145,8
29700155,79,7,37,13,41,34,8,119,81,15,12,18,12,102,12
22000825,83,35,18,12,45,22,3,93,82,44,8,24,11,101,35
29900664,83,13,30,13,42,22,2,94,89,6,14,22,15,102,14
21400659,80,29,27,5,31,23,8,100,87,23,14,28,12,120,29
29500460,97,22,15,33,66,19,6,84,76,7,10,25,10,91,10
22100600,97,43,28,10,45,31,6,123,108,42,18,37,11,141,36
21100816,73,15,24,10,49,13,4,80,73,17,9,16,8,84,26
28900311,93,4,17,15,45,29,6,123,90,8,22,12,14,102,4
29900825,70,9,17,11,42,19,4,101,84,24,17,17,6,83,14
29200448,106,5,30,19,54,21,10,110,84,14,10,14,27,105,7
20000090,79,16,28,14,55,24,9,94,86,10,13,20,17,84,15
20601014,91,23,31,20,55,18,0,106,88,31,9,21,7,108,21
20000524,88,3,16,12,39,29,3,108,69,13,7,16,22,88,15
28500396,98,4,40,19,48,34,4,125,90,3,8,35,14,121,0
20501093,82,27,21,7,31,26,3,106,85,16,19,16,22,96,20
21100010,87,15,25,18,53,20,9,91,75,19,9,17,16,79,26
29600380,83,17,23,14,33,25,5,84,82,11,13,24,18,106,11
29100324,86,8,34,12,41,31,5,127,86,9,14,25,21,99,6
21800010,93,25,29,19,52,22,4,112,91,19,14,20,11,108,33
28600334,85,1,31,12,45,31,7,116,87,5,12,23,24,106,1
28700591,84,4,20,16,43,18,13,93,93,4,22,22,11,89,2
28500157,91,5,34,12,44,29,2,117,78,1,7,31,18,104,0
29200736,86,7,30,14,47,21,7,102,88,14,9,23,16,97,7
20100163,78,11,16,8,41,24,7,96,80,20,14,15,17,72,16
20800910,86,8,32,17,54,19,7,110,90,21,10,13,16,88,23
21300317,80,19,32,7,33,22,3,108,85,23,10,24,14,114,28
29300446,79,2,30,17,50,23,6,95,80,3,10,24,20,102,8
21800300,84,35,23,10,46,21,7,116,90,30,6,28,11,110,33
22000558,88,38,25,9,41,20,7,123,103,29,18,25,7,119,35
20701080,83,15,25,17,40,25,3,121,66,11,7,23,17,101,22
21300406,97,29,27,16,45,24,1,120,96,22,19,27,21,116,28
22000622,80,27,40,8,48,19,3,94,90,45,6,32,13,108,35
20900793,89,17,23,9,42,25,8,102,83,11,7,22,10,109,24
28600625,107,1,27,23,51,40,5,134,86,4,12,30,26,105,1
21400231,82,24,20,4,33,29,9,112,75,10,8,22,15,104,29
21800765,82,25,22,9,48,25,5,107,91,19,6,26,10,100,33
21400835,97,32,16,15,50,25,7,110,89,29,9,26,15,115,29
22101055,97,44,14,15,59,30,5,121,86,35,8,23,12,92,36
20800298,77,17,13,4,31,26,8,97,82,24,18,19,14,98,23
21700933,96,25,18,13,44,26,12,116,96,34,16,22,11,124,32
22001072,78,25,21,8,47,26,5,98,96,35,8,30,10,110,35
29200609,98,6,21,19,50,28,6,92,83,9,18,16,20,96,7
20100803,66,14,30,7,41,19,3,89,80,19,8,22,5,99,16
20600756,71,15,18,10,32,8,2,73,72,8,12,19,20,94,21
21001187,77,21,20,7,41,28,5,93,86,25,21,14,17,86,25
29800398,72,15,36,10,32,26,5,104,79,19,10,17,21,98,13
29100815,91,2,18,23,75,33,9,107,101,1,16,19,7,78,6
40700114,67,9,27,9,39,21,4,84,80,16,15,24,15,93,22
28700574,84,2,38,21,52,32,7,129,88,10,9,27,16,113,2
21700713,89,37,15,11,47,37,8,126,101,20,13,25,10,113,32
20700373,87,19,17,12,45,22,2,98,84,23,9,24,13,111,22
20600445,79,21,26,8,41,19,4,110,78,27,8,25,18,104,21
21000899,83,23,23,17,50,15,8,92,89,16,17,18,15,90,25
28800022,95,2,21,12,37,35,2,98,79,2,12,27,18,111,3
21000028,72,18,24,8,45,24,6,90,80,15,14,17,13,91,25
21100682,82,24,26,17,44,14,2,87,83,21,6,35,13,116,26
21000395,82,15,23,12,37,17,5,99,73,17,9,20,15,100,25
22000208,83,26,20,9,40,31,3,108,88,36,12,30,18,104,35
20900912,80,19,25,8,38,25,4,114,88,23,13,15,16,111,24
29501024,80,16,17,14,43,26,7,92,83,14,15,22,13,93,10
29500995,66,12,26,4,40,25,10,98,79,13,11,14,11,82,10
20300835,78,19,26,12,46,24,5,115,84,16,14,19,16,91,18
20000580,81,12,21,11,42,22,8,94,81,4,11,23,18,90,15
22000152,92,34,28,14,53,29,3,128,87,27,8,21,6,107,35
29300797,78,5,33,16,49,23,7,87,72,5,8,19,21,73,8
20000386,81,10,12,6,42,30,5,88,74,12,10,21,20,84,15
21700280,75,27,23,7,32,18,1,78,84,32,11,31,16,112,32
21500586,94,25,16,10,43,26,5,104,70,24,5,26,24,90,30
49000048,72,6,51,15,50,13,5,104,80,3,3,18,5,97,5
20400309,81,18,25,16,47,15,3,79,66,16,10,18,23,87,19
20500538,77,13,39,9,39,19,8,92,76,5,10,18,21,107,20
28700352,86,5,27,15,43,33,9,126,81,7,11,25,12,110,2
21500326,80,24,27,11,44,23,6,107,85,25,5,28,16,104,30
20601100,89,13,21,8,41,36,3,122,91,19,15,17,15,102,21
21800230,86,27,21,7,34,21,3,83,89,35,8,31,23,122,33
29700158,80,20,18,9,46,26,5,94,82,14,17,14,18,74,12
29400632,86,11,32,17,46,22,5,95,83,14,19,18,17,90,9
29600921,63,16,43,13,48,18,4,96,73,16,11,14,15,73,11
20401220,75,4,32,10,43,24,8,97,79,8,10,17,13,86,19
21300033,77,28,20,10,51,24,6,89,83,15,6,11,16,74,28
41200145,86,33,28,12,43,20,10,100,72,35,6,15,15,107,27
20400041,88,15,38,21,47,18,7,86,69,3,8,20,20,94,19
28500372,98,5,16,7,31,34,5,129,96,4,17,34,20,117,0
20300981,88,13,30,13,38,18,5,103,82,13,10,28,20,106,18
21500227,80,25,25,7,38,20,7,90,81,25,12,17,16,95,30
22100482,96,40,17,10,54,23,2,107,94,47,12,28,11,115,36
22000024,95,37,28,7,43,28,3,120,95,31,11,25,14,130,35
29300199,90,10,22,18,39,22,2,99,73,7,14,22,23,92,8
21700986,89,28,30,13,52,25,3,116,87,36,8,22,13,102,32
21400459,90,25,26,9,48,20,9,94,85,21,2,21,20,104,29
20600594,89,18,27,14,33,16,6,106,65,17,9,19,20,108,21
21600066,82,27,24,12,41,32,6,125,81,23,10,29,21,107,31
21301144,86,16,12,14,40,16,4,78,79,23,11,24,11,96,28
20300015,98,29,31,23,47,22,7,109,91,25,18,21,21,100,18
28600289,77,3,36,9,43,28,9,111,91,5,13,34,15,114,1
29400891,79,11,30,14,41,25,3,104,75,10,5,25,13,93,9
21900271,78,20,33,9,37,14,4,95,72,26,8,22,16,101,34
20901148,87,28,21,13,49,22,5,107,89,30,9,27,12,113,24
20900208,93,18,32,15,49,24,16,116,87,19,12,15,18,81,24
20401098,78,11,14,13,38,21,3,86,78,12,11,20,16,96,19
28700103,101,10,22,14,45,30,6,116,102,5,22,31,14,124,2
20601099,81,22,22,7,41,34,6,126,86,19,9,22,14,103,21
29800391,65,16,42,9,36,20,5,90,64,26,9,19,17,85,13
21800899,88,41,26,15,47,28,4,113,87,26,12,23,11,109,33
20600599,76,12,36,12,46,13,11,85,79,14,10,25,16,95,21
20800087,78,20,23,6,41,23,6,103,87,18,11,21,13,92,23
20800875,81,20,26,9,29,20,2,109,74,17,12,27,22,112,23
21000362,91,19,16,19,46,19,4,89,75,21,12,23,12,103,25
40800135,70,19,41,12,37,23,2,106,65,12,6,17,7,91,23
20800329,70,16,35,12,48,14,5,94,79,14,13,17,10,82,23
49400039,66,10,46,14,45,11,2,97,72,20,8,24,15,95,9
29000557,98,4,33,22,43,21,7,87,89,5,18,28,21,108,5
29100136,85,4,37,11,47,28,10,116,97,14,10,22,12,101,6
22100932,79,31,21,4,37,21,1,98,85,38,9,32,12,119,36
42000222,76,39,21,2,36,15,3,117,85,30,7,19,12,111,35
20201004,79,11,18,10,31,22,4,95,78,10,12,25,11,112,17
41700172,90,35,18,10,46,22,4,95,84,29,15,22,16,102,32
28900472,89,22,22,22,56,27,8,92,81,7,13,29,16,89,4
20900650,72,14,34,5,43,21,3,95,80,12,11,18,16,89,24
28800912,83,4,22,12,42,29,4,93,88,1,15,17,15,101,3
20201049,89,12,23,12,39,32,6,109,79,13,13,17,20,97,17
20201097,75,24,28,7,33,23,6,101,80,19,18,16,20,93,17
28500420,80,1,56,12,47,21,6,128,92,0,10,23,19,99,0
